4.000E+01	1.781E+04
4.030E+01	4.671E+04
4.060E+01	3.074E+04
4.090E+01	5.834E+04
4.120E+01	4.561E+04
4.150E+01	4.892E+04
4.180E+01	6.469E+04
4.210E+01	4.507E+04
4.240E+01	9.677E+04
4.270E+01	8.416E+04
4.300E+01	5.691E+04
4.330E+01	7.667E+04
4.360E+01	5.714E+04
4.390E+01	1.135E+05
4.420E+01	6.821E+04
4.450E+01	1.239E+05
4.480E+01	9.847E+04
4.510E+01	1.071E+05
4.540E+01	1.059E+05
4.570E+01	6.404E+04
4.600E+01	1.072E+05
4.630E+01	9.145E+04
4.660E+01	8.712E+04
4.690E+01	1.006E+05
4.720E+01	6.966E+04
4.750E+01	1.164E+05
4.780E+01	8.730E+04
4.810E+01	7.814E+04
4.840E+01	7.915E+04
4.870E+01	5.423E+04
4.900E+01	1.093E+05
4.930E+01	7.604E+04
4.960E+01	6.863E+04
4.990E+01	6.361E+04
5.020E+01	4.051E+04
5.050E+01	6.932E+04
5.080E+01	5.391E+04
5.110E+01	6.232E+04
5.140E+01	6.232E+04
5.170E+01	4.728E+04
5.200E+01	8.654E+04
5.230E+01	7.188E+04
5.260E+01	6.955E+04
5.290E+01	8.386E+04
5.320E+01	6.156E+04
5.350E+01	1.038E+05
5.380E+01	7.639E+04
5.410E+01	6.687E+04
5.440E+01	7.914E+04
5.470E+01	5.270E+04
5.500E+01	7.129E+04
5.530E+01	5.534E+04
5.560E+01	4.060E+04
5.590E+01	5.103E+04
5.620E+01	3.830E+04
5.650E+01	7.185E+04
5.680E+01	6.390E+04
5.710E+01	6.307E+04
5.740E+01	8.116E+04
5.770E+01	5.202E+04
5.800E+01	7.140E+04
5.830E+01	5.727E+04
5.860E+01	4.584E+04
5.890E+01	5.585E+04
5.920E+01	3.983E+04
5.950E+01	1.009E+05
5.980E+01	8.708E+04
6.010E+01	1.064E+05
6.040E+01	1.242E+05
6.070E+01	1.239E+05
6.100E+01	1.566E+05
6.130E+01	1.917E+05
6.160E+01	1.308E+05
6.190E+01	1.788E+05
6.220E+01	1.056E+05
6.250E+01	6.432E+04
6.280E+01	6.054E+04
6.310E+01	3.946E+04
6.340E+01	8.193E+04
6.370E+01	6.094E+04
6.400E+01	6.023E+04
6.430E+01	7.063E+04
6.460E+01	7.482E+04
6.490E+01	7.445E+04
6.520E+01	8.991E+04
6.550E+01	6.319E+04
6.580E+01	1.563E+05
6.610E+01	1.457E+05
6.640E+01	1.781E+05
6.670E+01	2.213E+05
6.700E+01	2.171E+05
6.730E+01	2.053E+05
6.760E+01	1.942E+05
6.790E+01	1.253E+05
6.820E+01	2.147E+05
6.850E+01	1.682E+05
6.880E+01	1.636E+05
6.910E+01	1.581E+05
6.940E+01	1.510E+05
6.970E+01	1.599E+05
7.000E+01	2.127E+05
7.030E+01	1.534E+05
7.060E+01	3.243E+05
7.090E+01	3.261E+05
7.120E+01	2.332E+05
7.150E+01	5.599E+05
7.180E+01	6.137E+05
7.210E+01	9.690E+05
7.240E+01	1.442E+06
7.270E+01	1.545E+06
7.300E+01	1.530E+06
7.330E+01	1.289E+06
7.360E+01	7.315E+05
7.390E+01	6.605E+05
7.420E+01	4.161E+05
7.450E+01	2.547E+05
7.480E+01	3.382E+05
7.510E+01	2.541E+05
7.540E+01	1.995E+05
7.570E+01	1.938E+05
7.600E+01	1.649E+05
7.630E+01	1.563E+05
7.660E+01	1.762E+05
7.690E+01	1.172E+05
7.720E+01	2.290E+05
7.750E+01	2.044E+05
7.780E+01	1.281E+05
7.810E+01	1.907E+05
7.840E+01	1.990E+05
7.870E+01	1.456E+05
7.900E+01	3.574E+05
7.930E+01	4.090E+05
7.960E+01	2.901E+05
7.990E+01	5.045E+05
8.020E+01	3.752E+05
8.050E+01	2.763E+05
8.080E+01	2.648E+05
8.110E+01	2.088E+05
8.140E+01	1.683E+05
8.170E+01	1.680E+05
8.200E+01	1.458E+05
8.230E+01	1.337E+05
8.260E+01	1.401E+05
8.290E+01	1.280E+05
8.320E+01	1.413E+05
8.350E+01	1.720E+05
8.380E+01	1.723E+05
8.410E+01	1.787E+05
8.440E+01	1.802E+05
8.470E+01	1.699E+05
8.500E+01	1.605E+05
8.530E+01	1.919E+05
8.560E+01	1.935E+05
8.590E+01	2.330E+05
8.620E+01	2.742E+05
8.650E+01	2.833E+05
8.680E+01	3.312E+05
8.710E+01	4.391E+05
8.740E+01	4.962E+05
8.770E+01	6.849E+05
8.800E+01	1.004E+06
8.830E+01	1.166E+06
8.860E+01	1.594E+06
8.890E+01	1.962E+06
8.920E+01	1.829E+06
8.950E+01	1.556E+06
8.980E+01	1.226E+06
9.010E+01	8.365E+05
9.040E+01	4.724E+05
9.070E+01	3.629E+05
9.100E+01	2.835E+05
9.130E+01	2.420E+05
9.160E+01	2.415E+05
9.190E+01	2.479E+05
9.220E+01	1.669E+05
9.250E+01	2.399E+05
9.280E+01	1.888E+05
9.310E+01	1.192E+05
9.340E+01	1.768E+05
9.370E+01	1.736E+05
9.400E+01	1.177E+05
9.430E+01	2.035E+05
9.460E+01	1.712E+05
9.490E+01	1.441E+05
9.520E+01	1.137E+05
9.550E+01	1.127E+05
9.580E+01	1.035E+05
9.610E+01	1.113E+05
9.640E+01	1.124E+05
9.670E+01	1.205E+05
9.700E+01	8.098E+04
9.730E+01	1.374E+05
9.760E+01	1.306E+05
9.790E+01	1.091E+05
9.820E+01	1.182E+05
9.850E+01	1.362E+05
9.880E+01	1.493E+05
9.910E+01	1.677E+05
9.940E+01	2.036E+05
9.970E+01	2.330E+05
1.000E+02	1.555E+05
1.003E+02	2.616E+05
1.006E+02	2.052E+05
1.009E+02	1.750E+05
1.012E+02	1.310E+05
1.015E+02	1.163E+05
1.018E+02	1.028E+05
1.021E+02	6.527E+04
1.024E+02	9.435E+04
1.027E+02	7.147E+04
1.030E+02	6.198E+04
1.033E+02	4.969E+04
1.036E+02	5.683E+04
1.039E+02	5.639E+04
1.042E+02	3.686E+04
1.045E+02	7.608E+04
1.048E+02	6.489E+04
1.051E+02	5.948E+04
1.054E+02	5.858E+04
1.057E+02	6.164E+04
1.060E+02	6.264E+04
1.063E+02	4.484E+04
1.066E+02	8.675E+04
1.069E+02	7.281E+04
1.072E+02	7.996E+04
1.075E+02	5.327E+04
1.078E+02	9.017E+04
1.081E+02	8.041E+04
1.084E+02	7.595E+04
1.087E+02	6.466E+04
1.090E+02	7.662E+04
1.093E+02	8.082E+04
1.096E+02	8.791E+04
1.099E+02	9.578E+04
1.102E+02	1.151E+05
1.105E+02	1.304E+05
1.108E+02	1.187E+05
1.111E+02	1.141E+05
1.114E+02	1.156E+05
1.117E+02	1.295E+05
1.120E+02	8.745E+04
1.123E+02	2.069E+05
1.126E+02	2.458E+05
1.129E+02	3.704E+05
1.132E+02	2.829E+05
1.135E+02	7.078E+05
1.138E+02	7.043E+05
1.141E+02	7.538E+05
1.144E+02	4.812E+05
1.147E+02	7.671E+05
1.150E+02	5.816E+05
1.153E+02	4.856E+05
1.156E+02	3.646E+05
1.159E+02	2.273E+05
1.162E+02	1.691E+05
1.165E+02	1.364E+05
1.168E+02	1.146E+05
1.171E+02	9.735E+04
1.174E+02	9.233E+04
1.177E+02	9.683E+04
1.180E+02	8.378E+04
1.183E+02	7.718E+04
1.186E+02	7.890E+04
1.189E+02	6.714E+04
1.192E+02	6.147E+04
1.195E+02	3.899E+04
1.198E+02	5.121E+04
1.201E+02	3.521E+04
1.204E+02	3.927E+04
1.207E+02	3.616E+04
1.210E+02	3.846E+04
1.213E+02	4.872E+04
1.216E+02	4.789E+04
1.219E+02	5.663E+04
1.222E+02	3.609E+04
1.225E+02	7.171E+04
1.228E+02	5.840E+04
1.231E+02	5.851E+04
1.234E+02	4.297E+04
1.237E+02	3.643E+04
1.240E+02	3.236E+04
1.243E+02	3.553E+04
1.246E+02	3.374E+04
1.249E+02	3.243E+04
1.252E+02	2.783E+04
1.255E+02	1.794E+04
1.258E+02	1.936E+04
1.261E+02	2.180E+04
1.264E+02	1.294E+04
1.267E+02	1.186E+04
1.270E+02	1.675E+04
1.273E+02	1.756E+04
1.276E+02	1.158E+04
1.279E+02	9.185E+03
1.282E+02	6.522E+03
1.285E+02	3.701E+03
1.288E+02	5.456E+03
1.291E+02	1.235E+04
1.294E+02	1.333E+04
1.297E+02	1.052E+04
1.300E+02	2.465E+04
1.303E+02	1.675E+04
1.306E+02	1.866E+04
1.309E+02	1.404E+04
1.312E+02	1.297E+04
1.315E+02	2.018E+04
1.318E+02	2.060E+04
1.321E+02	2.871E+04
1.324E+02	3.826E+04
1.327E+02	4.412E+04
1.330E+02	2.894E+04
1.333E+02	4.738E+04
1.336E+02	4.118E+04
1.339E+02	3.874E+04
